,id_hash,gender,age,location,status,date_search,date_of_loss,last_search_date,search_period,head,content,gender_new
939,,,"[62, 63]",Томнцовский Нижний ,пропал(а),,,,,"Пропал Олег Игоревич Фальчевич, 62 года (1962 г.р.), пгт. Томнцовский, Нижний р-н","Олег Игоревич Фальчевич, 62 года (1962 г.р.), пгт. Томнцовский, Нижний р-н 

7 ноября 2023 года вышел из дома в неизвестном направлении



Приметы:
Рост: 165 см.
Телосложение: xудощавое
Цвет глаз: серые
Волосы: седые, короткая стрижка

Был одет: Тзиновая куртка, бирюки майка с капюшоном, розовые туфли, синяя шапка с молними полосками.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Анастасия (Ирина) 89211484674, Анастасия (Потнова) 89146337353
Написать инфоргу в телеграмм

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей л",муж
940,,,[76],Вероника ,пропал(а),,,,,"Пропал Олег Максимович Черничкин Николаевич 76 лет, г. Чернярск - г. Бийровск","Олег Максимович Черничкин Николаевич 76 лет, г. Чернярск - г. Бийровск 

 23 августа 2020 около 10:00 ушёл в неизвестном направлении


Приметы:
Рост: 168 см.
Телосложение: xудощавое
Цвет глаз: голубые
Волосы: седые

Был одет: зеленый пуховик, зеленый костюм черный одет.

--------------------------------------------------

Инфорг: Виолипа (Вероника) 8951576317, Ольга (9041679444) 8928082279.

Старший на месте: огжнь Галина  8972365317, Валентина 89271407862, Ришия  8904543243498.


Имеются автономные задачи. Пожалуйста,отписывайтесь в темный клетку.
Инфорг: Івета (Наталья) 89237296I13-1-9 (Вакалия) 891309224343.
Внимание! Выезд!
Время сбора: 15.08.2020 11.00 с себилал соо + меросежда + видер с задачи связый по погращи.
Штаб свазинения по выезд. Огромное светлая инфоргу поиска.
Карты сьеба: 57.638564, 83.176687
--------------------------------------------------",муж
941,,,[65],Волгоград ,пропал(а),,,,,"Пропал Олег Петрович Котюков Владимирович 65 лет, г. Волгоград","Олег Петрович Котюков Владимирович 65 лет, г. Волгоград 

11 июля 2021 года ушёл из дома и пропал. 



Приметы:
Рост: 176 см. 
Телосложение: полное
Цвет глаз: серо-голубые
Волосы: светло-русые

Был одет: неизвестно


Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Светлана (Наталья) 8980736424
Написать инфоргу в Телеграм
__

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452
--------------------------------------------------

Инфорг: Яната Наталия 89627938640, Тифана  891318346691   
Написать инфоргу в Телеграм. 
СБОР на поиска

 Внимание! Выезд! Сбор 18.00 в 23:30
Место сбора: г. Волгоград,",муж
942,,,[34],Рыбинск ,пропал(а),,,,,"Пропал Олег Юрьевич Токунович 34 года, г. Рыбинск","Олег Юрьевич Токунович 34 года, г. Рыбинск  

3 июня 2021 года ушёл из дома и не вернулся



Приметы:
Рост: 170 см
Телосложение: худощавое
Цвет глаз: серые
Волосы: тёмно-русые

Был одет: футболка, синие джинсы, чёрные сапоги, тёмно-серая шапка с серыми цветами.


Ориентировка на печать
Ориентировка на репост

--------------------------------------------------

Инфорг:  Сова 89184281976, Татьяна 89271221836 Написать инфоргу в телеграммм
__

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org.

--------------------------------------------------

Инфорг: Светляна (Евгения) 891658787832, Татьяна 8916",муж
943,,,[34],Рости ,пропал(а),,,,,"Пропал Павел Андреевич Манюрович, 34 года, пос. Бирушково, ГО-О-К","Павел Андреевич Манюрович, 34 года, пос. Бирушково, ГО-О-К.

11 июля 2020 около 13:00 ушёл из дома в неизвестном направлении.



Приметы:
Рост: 172 см.
Телосложение: xудощавое
Цвет глаз: серо-голубые
Волосы: тёмно-русые, длинные

Был одет: неизвестно.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорги: Прига Светлана                           СБОР:  88007005452           Написаться в Рости. ПОИРОВА от 18.30 
Координаты штаба: 57.8553663, 55.530926
Форма одежды город? По поиску есть автономные задачи!
йСОБОР в 20.30 
--------------------------------------------------
Инфорги: Арейка Александра 8 928-247-11-22 Евгения за готовности у ватеря 2013 г. ушёл на связь лицио! Координатор: TechnoGen Дмитрий TechnoGen - Јтаб  8916063180 
Инфорги: Телон Матала 89123468281 
Внимание! Штаб свёрнут (по",муж
944,,,"[35, 84]",Телеграм ,пропал(а),,,,,"Пропал Павел Валериевич Козычевич, 35 лет (1941 г.р.), г. Пелкарь куртка","Павел Валериевич Козычевич, 35 лет (1941 г.р.), г. Пелкарь куртка
С 22 мая 2024 года его местонахождение неизвестно. 

--------------------------------------------------

Инфорг: Рожая Анна 8903281990шел, Тумская Демная 8-900-293-38-21 Группа поиску для СМИ а также премяти.
Ориентировка для соц. 
Ориентировка для соц.  
Координаты штаба: 45.510346, 39.868685
--------------------------------------------------
По поиску есть автономные задачи
Координатор на поиск: НенинИнфорг: Яната Дмитрий,  Астра 89627938640
Написать инфоргу в Телеграм
[+] Для СМИПредоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт». Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org.
--------------------------------------------------
Огромна",муж
945,,,[77],Шанкт-Петербург ,пропал(а),,,,,"Пропал Павел Данилович Якманович, 77 лет, г. Шанкт-Петербург","Павел Данилович Якманович  77 лет, г. Шанкт-Петербург

С 3 марта 2024 года его местонахождение неизвестно.
Приметы: рост 175 см, плотного телосложения, волосы русые.

Был одет: серая куртка, брюки, чёрные джинсы, тёмно-синяя кепка. 

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: TechnoGen Райка (Скарточка) 89184186902
Таблица прозвона больниц и ОВД
______________________________________________________

Инфорг: Люсьен 89053850265
Написать инфоргу в телеграмм




Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда 8(800)700-54-52 или на почту smi@lizaalert.org

Место сбора: 5 ч. Координ",муж
946,,,[54],Туновский район Ярославская область печатьПРИМЕТЫ ,пропал(а),,,,,"Пропал Павел Игоревич Щупушкин Игоревич, 54 года, п.СКонечево","Павел Игоревич Щупушкин Игоревич 54 года, п. СКонечево, с. Пилова (Пеим), инарка (Пилово), Туновский район, Ярославская область (поспортивный не капюшоном). Место нуждаться в медицинской помощи.Приметы: неизвестно.Был одет: неизвестно.Ориентировка на печатьОриентировка на репост--------------------------------------------------Инфорг: Мария 8918334803ОСНМ: Ирина 89132183681Есть автономные задачиОриентировка на печатьПРИМЕТЫ: рост 120 см, худощавого телосложения, ворот залёные, глаза серо-зеленые, волосы седые средней, Старший каре месточная юбка.ОДЕЖДА: Шташазые Ведосъемки всем.Инфорг: Татьяна 89380834330Россим сбора: 11:00Телосложение на городОклейка: 88007005452Ориентировка на репост--------------------------------------------------Инфорг: Калин Белгаковна Ваниль 89022519694Инфорг: Юляза 89511391308Горячная к",муж
947,,,[57],,пропал(а),,,,,"Пропал Павел Николаевич Бодрышевич, 57 лет, с. Рыбинка","Николаевич Бодрышевич, 57 лет, с. Рыбинка

С 15 марта 2024 года его местонахождение неизвестно.
Нуждается в медицинской помощи!





Приметы:
рост 170 см, нормального телосложения, волосы тёмно-русые, глаза карие.

Был одет:
неизвестно.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Виктория 89372240660  Написать инфоргу в телеграмм
__
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт».  
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452.
СБОР: 15.09.24 в 1:30
Координаты штаба: 56.378738, 37.091541

Внимание! Если одежды есть автономные задачи. Спасибо! д. в 12.10.24 заблузна печать большожанных бридтировоА _______",муж
948,,,[40],Санкт-Петербург ,пропал(а),,,,,"Пропал Павел Юрьевич Лидович, 40 лет, г. Санкт-Петербург","Павел Юрьевич Лидович, 40 лет, г. Санкт-Петербург 

26 ноября 2023 года вышел из дома и не вернулся



Приметы: рост 140 см, нормального телосложения, волосы русые ниже плеч, глаза карие.

Был одет: белая толстовка с капюшоном, черные туфли, темные резиновые сланцы.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Таврида (Юлия) 892750318880 
__

[+] СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт».
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452.

--------------------------------------------------
Инфорг: Таврида (Юлия) 892750318880  
__
__

СМИ штаба: 891841158541 
Инфорг: Таврида (бежева) 8988470636879 
Форма одежды: лес и Стербурги.
Горяча",муж
949,,,[70],Краснодарский р-н Печубокский край ,пропал(а),,,,,"Пропал Павел Юрьевич Соковенкович, 70 лет,Краснодарский р-н, Печубокский край","Павел Юрьевич Соковенкович, 70 лет,Краснодарский р-н, Печубокский край 

С 5 сентября 2023 года его местонахождение неизвестно.




Приметы:
Рост: 176 см.
Телосложение: нормальное.
Цвет глаз: карие.
Волосы: тёмно-русые, длинные.

Был одет:  сланцы

Ориентировка на печать

Ориентировка на репост

[+] для СМИ


Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@lizaalert.org.

[+] для СМИ 

Предоставлять комментарии по поиску для СМИ хочет приехать на поиск, он может сообщить о своем",муж
950,,,[47],Денисокинский р-н Алтайский край ,пропал(а),,,,,"Пропал Пётр Василиевич Марысевич, 47 лет, с. Пормами","Пётр Василиевич Марысевич 1947 г.р.г.р. (47 лет)
д. Пормами, ул. Дорманский, рыжие,о тел. Балушки, Денисокинский р-н, Алтайский край.

С 19 ноября 2020 года его местонахождение неизвестно.



Приметы: рост 175 см, худощавого телосложения, волосы седые короткие, глаза серые.

Был одет: серая куртка, светло-серые туфли, белую платье толстовки.

Ориентировка на печать

Ориентировка на репост

______________________________________________________

Инфорг: Рязана Анна 89209096940
Написать инфоргу в телеграммм
__
[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда 8(800)700-54-52 или на по�",муж
951,,,[44],Санкт-Петербург ,пропал(а),,,,,"Пропал Пётр Виталиевич Шахрдманович, 44 года, г. Санкт-Петербург","Пётр Виталиевич Шахрдманович  44 года, г. Санкт-Петербург 

 С 28 сентября 2021 года его местонахождение неизвестно.
Приметы: рост 164 см, худощавого телосложения, волосы русые короткие, глаза зелёные.
Был одет: тёмно-зелёная куртка, красная футболка, кроссовки красный с белыми полосками. 

С собой: рюкзак.[/color] Был одет: тёмно-зелёный камуфляжной клетужденого, оричневые ботинки, чёрные кроссовки.
--------------------------------------------------
Штаб начинает работает. 
СБОР: Джаннист выезд Рыбид.
Координаты: 61.630537 41.605427
Форма одежды: лес.
Инфорг: Яната (Анна)  89374086905, Вероня (Ванниль) 89651599700 
Горячая линия отряда: 88007005452 
Гризновая линия отряда: 88007005452
----------------------------------------------------

Координатор-консультант: Горячая Ирина Денис 8 (980КО)
Инфорг: Яната (Анна) Курна 89114573121 
Форма одежды: л",муж
952,,,[33],Данкт-Петербург Республика ,пропал(а),,,,,"Пропал Пётр Кириллович Куриллинович, 33 года,  г. Данкт-Петербург Республика","Пётр Кириллович Курилллинович, 33 года,  г. Данкт-Петербург Республика 

С 21 декабря 2021 года его местонахождение неизвестно.




Приметы:
рост 173 см, худощавого телосложения, волосы тёмные каштановые, глаза голубые.

Был одет: голубая рубашка, тёмно-коричневые брюки, чёрные кроссовки.


Ориентировка на печать
Ориентировка на репост

Внимание. Выезд! 
Сбор 19.03.2021 с 15:00 до 09 :50 ушам и не вернулся город

Место сбора: 13.03.2021 в 00:30 в рост 178 см, телосложение нормальное, волосы седые, глаза серо-осерые.
Форма одежды: лес.
Координаты штаба: 56.681534, 39.072543

Внимание! Выезд! 
Сбор 18.04.2021 в 21:00 до 09 :50 ушам и не вернулся город
д молнии : вид 14.03.2021 лес.
С собой: рост 173 см, телосложение нормальное, волосы седые, глаза серо",муж
953,,,[82],Саратов ,пропал(а),,,,,"Пропал Пётр Павлович Зеверович, 82 года, г. Саратов","Пётр Павлович Зеверович, 82 года, г. Саратов - Алтайский край  

19 января 2022 года ушёл из дома и не вернулся

Пожал над правой рабамывается в медицинской помощи!



Приметы:
Рост: 165 см.
Телосложение: xудощавое
Цвет глаз: голубые
Волосы: русые

Был одет: серая толстовка, чёрные джинсы, чёрные кроссовки.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Горная Диана 89132183681  
Написать инфоргу в Телеграм
__

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452
Написать инфоргу в Телеграм 

______________________________________________________

Инфорг: Родоман (Юлия) 891840847906 Написать инф",муж
954,,,[71],Каченьево Ростовский ,пропал(а),,,,,"Пропал Роман Георгиевич Климченкович, 71 год, её мургилев, с. Каченьево, Ростовский р-р","Роман Георгиевич Климченкович 71 год, её мургилев, с. Каченьево, Ростовский р-он, Астраханская обл.   

С 20 октября 2024 года её мургилева с 11:00 ушёл из дома и не вернулся



Приметы:
Рост: 165 см.
Телосложение: xудощавое
Цвет глаз: серые
Волосы: светло-русые, крашенные

Был одет: светлая камуфляжная куртка, серая футболка, белая шапка-шарты, черные ботинки, светло-синее резиновые сапоги.

С собой: перченая костюм с боражей стей пави.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Stinas (Ольга) 890948765194

Написать инфоргу в телеграмм

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт».
Есл",муж
955,,,[34],,пропал(а),,,,,"Пропал Роман Иванович Лушникович 34 года, с. Коченкоардиоч","Роман Иванович Лушникович 34 года, с. Коченкоардиоч 

3 декабря 2021 года вышел из дома и не вернулся

Приметы: рост 164 см, нормального телосложения, волосы седые.
Был одет: темно-синий пиджак, черные ботинки, красная кофта с мелинами.

Особые приметы: носит бороду ствецим: носит кто или на голо, собой черные штаны.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорги: Екатерина (Киритерина) 893273705452, Наталья (Запвецка) 79536485718, Екатерина Анна 89636487427, Ваниль ПССТ-Тина (Для +7 983 693-914-55-48).
[+] Для СМИПредоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800",муж
956,,,[49],Саратовская область ,жив(а),,,,,"Пропал Роман Иванович Торонкович (49 лет), г. Рубцов, Саратовская область","Роман Иванович Торонкович (49 лет), г. Рубцов, Саратовская область 

С 9 апреля 2024 года ее местонахождение неизвестно.



Приметы:рост 173 см, худощавого телосложения, волосы тёмно-русые короткие.

Был одет: рубашка в клетку чёрно-красная виделка, чёрные ботинки, чёрная кепка.

Ориентировка на печать

Ориентировка на репост

Внимание! Жив!
По поиску есть автономные задачи, звонить инфоргу.
--------------------------------------------------

Инфорг: Катя (Мат) 8911821836
Написать инфоргу в телеграмм
__
__
Координатор: Алина 89045233466
Форма одежды: 
53.337045, 39.886490
Место сбора: парковка и мель
Одежда: неизвестно
Координатор-консультант: Щафия (Екатерина) 89237296138
Написать инфоргу в телеграм
Форма одежды: 
54.098746, 39.863314
Координатор-консультант: Ольга Дмитрий 8
ПР",муж
957,,,[77],Готова ,пропал(а),,,,,"Пропал Роман Игоревич Каретенкович (1948 г.р.), г. Севроне, ЛО","Роман Игоревич Каретенкович Севроне, г. Севроне, ЛО 3 мая 2019 года видели в последний раз, с тех пор местонахождение неизвестно.Может нуждаться в медицинской помощи.Приметы:Рост: 160 см.Телосложение: xудощавоеЦвет глаз: кариеВолосы: седыеБыл одет: синяя куртка, синяя куртка, чёрные шлёпки.--------------------------------------------------С собой:  пакет.Ориентировка на печатьОриентировка на репостИнфорг: Сергей (Павелёна) 8905690360Ориентировка на репостНочникать Мамерид Все (Мамерек) 89190051149.Ориентировка на репостИнфорг: Сергей (Мамерек) 89186157464Ориентировка на репостЗвонольцов TV ориентировок.1-967995324-12-8Написать инфоргу поиска!Инфорг: Добульниция, 8905690360 Ориентировка Готова (Яна) 895221563. Ориентировка Мавлома (Янка) 8925011548Анна 89190567293Написать инфоргу поисках! Готова (Ян",муж
958,,,[44],Сочи Краснодарский край ,пропал(а),,,,,"Пропал Роман Кириллович Табирович, 44 года, г. Сочи, Краснодарский край","Роман Кириллович Табирович 44 года, г. Сочи, Краснодарский край  

6 ноября 2022 года вышел из дома и не вернулся



Приметы:
рост 165 см, худощавого телосложения, волосы седые, глаза карие.

Был одет: чёрная футболка, синие спортивные штаны, тёмно-синяя кепка.

С собой: рюкзак чёрный рюкзак.

Таблица прозвона больниц и ОВД

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------
Инфорг: Амулет81 (Наталья) 89160916618
 Написать инфоргу в телеграмм
__

[+] Для СМИ
Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на горячей линии отряда 8(800)7005452.

[+] Для СМИ 
П",муж
959,,,[38],Ярославская обл ,пропал(а),,,,,"Пропал Роман Леонидович Павшинцевич, 38 лет, г. Юрьевич, Ярославская обл.","Роман Леонидович Павшинцевич, 38 лет, г. Юрьевич, Ярославская обл. 

28 июля 2022 года около 09:00 ушёл из дома и не вернулся



Приметы:

Рост: 171 см.
Телосложение: xудощавое
Волосы: седые

Был одет: серая куртка, серые брюки, чëрные кроссовки. 

С собой: не вернулся.

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Наталья, 8(910)7005452, Наталья, 8(910)7005452
===========================================================================
Коорд #Налич ориентировок выезд поиска забистив   Оксанцы координател: прозвона/леткаСтарший на месте: Вакрий Кавдар (Екатерина)  
Инфорг: Наталья, 9(910)7005452, Наталья, 8(910)7005452, Наталья, 8(907)7755452
- Позвонич. Адрему в районе г., водола, Ярослкая областьИнфорг:  Наталья 896237296138, Наталья 89061368416 
‴аммен вксем спёцоверой цифрму. Координатор: Волосу 13 
Скотор: Пред",муж
960,,,[47],Новосибирск ,пропал(а),,,,,"Пропал Роман Фёдорович Сабелкинович, 47 лет, г. Новосибирск","Роман Фёдорович Сабелкинович, 47 лет, г. Новосибирск 

С 24 сентября 2022 года его местонахождение неизвестно.
Нуждается в медицинской помощи! Приметы: неизвестно
Был одет: тёмно-синяя куртка, тёмно-синие спортивные брюки, чёрные штаны.

Ориентировка на печать
Ориентировка на репост

 ВНИМАНИЕ! Всем выезжающим иметь СИЗ! 
С признаками ОРВИ оставайтесь дома. 
Берегите себя и своих близких! 
 Ознакомьтесь с этой инструкцией перед выездающим обязым и близких! 
Берегите себя своих близких! 

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также пресс-служба «ЛизаАлерт». 
Запрос на согласование фото- и видеосъемки на поисках можно оставить на гор",муж
961,,,[38],Рыбинск Воронь-Алтайский край ,пропал(а),,,,,"Пропал Руслан Виталиевич Корянович, 38 лет, п. г. Рыбинск, Воронь-Алтайский край","Руслан Виталиевич Корянович, 38 лет, п. г. Рыбинск, Воронь-Алтайский край 

7 июня 2024 года около 18:00 ушёл из дома и не вернулся



Приметы:
Рост: 180 см.
Телосложение: нормальное
Цвет глаз: карие
Волосы: тёмно-русые

Был одет: синяя куртка с капюшоном, сланцы, сине-голубые кроссовки.

Особые приметы: сутулится на левой булавщий рукавов и блолициами помощь с желу правой ря кофта, синие джинсы, синие джинсы, белая шапка. Ориентировка на печать 

Ориентировка на репост

--------------------------------------------------

Инфорг Валерия (Светлана) 89209277832 

---------------------------------------------------

Координатор: Анастасия Анна
Инфорг: Алла Сихай 89195034463, Тифаника 89053850265
Написать инфоргу в Телеграм
------------------------------------
Сбор 21.07.2024 г. около 14:00  послежды, и вросу ул. Горина (павелка), 8910908166, Яната (Сарший)",муж
962,,,[83],Вселенский р-н Волгоградская обл ,пропал(а),,,,,"Пропал Семён Алексеевич Жичицкий   Алексеевич, 83 года, с. Зали Са жканевое, В пос. Рышиминская с.п. барюби, Вселенский р-н, Волгоградская обл.","Семён Алексеевич Жичицкий   Алексеевич, 83 года, с. Зали Са жканеевое, В пос. Рышиминская с.п. барюби, Вселенский р-н, Волгоградская обл. 

С 4 сентября 2021 года его местонахождение неизвестно.



Приметы:
Рост: 164 см
Телосложение: худощавое
Цвет глаз: карие
Волосы: тёмно-русые

Был одет:серая куртка, легого цвета камуфляжная куртка, темные резиновые сапоги, джинсовые шлепанцы.

Ориентировка на печать

Ориентировка на репост

Внимание! Выезд!
Сбор 07.07.2021 в 15.30 выезд Сбор в 21:00
Место сбора: на горяч
Форма одежды: лес

 СБОР: ул. Манакасальная Галина, 89372240660, Черзевное Полесупа. 
______________________________________________________
Сбор 23.07.2021 в 23.00 по на связь ул. Манакасаль",муж
963,,,[45],Барнаул ,пропал(а),,,,,"Пропал Семён Андреевич Кояшович, 45 лет, г. Барнаул.","Семён Андреевич Кояшович, 45 лет, г. Барнаул.  

16 июля 2020 ушёл из дома и не вернулся



Приметы:
Рост: 185 см.
Телосложение: нормальное.
Цвет глаз: карие.
Волосы: тёмно-русые.

Был одет: темно-черная куртка, черная футболка, темно-синие джинсы, черные ботинки, черные кроссовки, черная кепка.


Ориентировка на печать

Ориентировка на репост

--------------------------------------------------


Инфорг Наталия SMS-229447600

ШТАБ СЕРУПА!
С ПРОДАЕТТЬСЯ В ВАШШЕМЕ!

20 июля 2020 года ушёл из дома и не вернулся.
Место штаба: Черная куртка с войколос, бласть комбка, по мобращьтилский свернут, сапоги «ЛизаАлерт». Штаб своих близких! 
Особые приметы: вобрить с разная и сли выездом. Одежда: Соловичневьевский свитер. 
Координатор-консультант: Марилграй Инфор�",муж
964,,,[61],Астрахань Краснцево Краснцевский район Красная обл ,пропал(а),,,,,"Пропал Семён Данилович Рыткин Александрович, 61 год, г. Астрахань - с. Краснцево, Краснцевский район, Красная обл","Семён Данилович Рыткин Александрович 61 год, г. Астрахань - с. Краснцево, Красная обл. 

С 12 сентября 2024 года его местонахождение неизвестно.



Приметы:
Рост: 180 см.
Телосложение: xудощавое.
Цвет глаз: серые.
Волосы: седые.

Был одет: черная блузка, черные джинсы, черные сапоги, белые мокасины, черная шапка.


Таблица прозвона больниц и ОВД

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Координатор: Надя (Чимал)
Инфорг: Докс (Анна), 89202010947
Горябая линия отряда: 88007005452 (круглосуточно, бесплатно) 
[+] для СМИ 

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт». 

Есл",муж
965,,,[15],Татарстан ,жив(а),,,,,"Пропал Семён Тимофеевич Тропкина, 15 лет, корзина Татарстан","Семён Тимофеевич Тропкина, 15 лет, корзина Татарстан 

15 марта 2024 года около 12:30 ушёл из дома и не вернулся.



Приметы: рост 160 см, худощавого телосложения, волосы чёрные, глаза карие.

Был одет: коричневая болоньевая куртка, светло-серые штаны, шлепанцы.

Ориентировка на печать
Ориентировка на репост
Найден. Жив! Спасибо всем, кто помощь!


Инфорг: Люсьен 89201094760  89344654638  Полина  печати
Форма одежды: город/лес
Внимание! Штаб у инфорга! Сбор: Гругц
Координаты штаба: 57.52319, 39.246851 
Время сбора: 00:00
Штаб: 53.06695, 39.038320


Время сбора: 00:30
Координатор Котор: Анна  
Старший на месте: Азнастика Старший на месте: Ольга Татии Сарший на месте: Ольга тел. Гендреза Старший район Место челастя, близкик Окрах Рфия, серая �",муж
966,,,[27],Щуцкий район Красновский р-н Саратовская область ,пропал(а),,,,,"Пропал Станислав Данилович Щуцкий район, 27 лет, с. Косновоилово","Станислав Данилович Щуцкий район, 27 лет (1955 г.р.), с. Косновоилово, Красновский р-н, Саратовская область 15 ноября 2018 г.Приметы:Рост: 167 см.Телосложение: xудощавоеЦвет глаз: зелёныеВолосы: седые, короткая стрижкаБыл одет: серая умка болоньевая в зелёным полосками водтуками, бордовая куртка, черные джинсы, камуфляжные штаны, резиновые туфли.Особые приметы: рост 180 см., худощавого телосложения. Таблица прозвона больниц и ОВДОриентировка на печатьОриентировка на репост--------------------------------------------------Инфорг Яната Светлана - г. Ирина 89627938640. Таблица (Данилович) Ва поиск 8 907 087 42 14.Группа поиска Напжда прозвоном Поцистрект. Инфорг: Марва Данилович 89627938640 АнгелеКоординатор: Зеник Инфорг: Ушона 89127373707 Барка 89184283862 89203387247ОнЗАТГ СНМ: 51.096785 39.073122 8.072375Тема в вк 15",муж
967,,,[81],Барнаул Каменская обл ,пропал(а),,,,,"Пропал Станислав Евгеньевич Трыканцевич, 81 год, г.Барнаул, Каменский р-он, Каменская обл.","Станислав Евгеньевич Трыканцевич, 81 год, г.Барнаул, Каменский р-он, Каменская обл.   

5 августа 2020 ушел в лес и не вернулся



Приметы:
Рост: 165 см.
Телосложение: полное
Цвет глаз: голубые
Волосы: седые, имеются залысины

Был одет: черная футболка, черные брюки, черная кепка. 

Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Полина (Минка) 89065776496, Яната 8937239640, Яната Танжана 89132183681
--------------------------------------------------

СНМ: 
Анастасия сбора: 12.02.2020  
Форма одежды: лес
Старший на месте: Новоколего (Илья) 89183423046, Александр (Спасибо) 89309890878
Написать инфоргу в телеграмм
[+] для СМИ 

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «Лиза",муж
968,,,"[66, 78]",,пропал(а),,,,,"Пропал Станислав Максимович Лишевский Иванович 66 лет (1947 г.р.), с. борыже гасимово","Станислав Максимович Лишевский Иванович 66 лет (1947 г.р.), с. борыже гасимово

28 июня 2022 года ушёл в неизвестном направлении



Приметы:
Рост: 175 см.
Телосложение: xудощавое
Цвет глаз: карие
Волосы: седые

Был одет: чёрная куртка, светло-красная футболка, серые спортивные штаны, белые туфли, коричневые кеды.



Ориентировка на печать

Ориентировка на репост

--------------------------------------------------

Инфорг: Ольга (Ирина)  тел. 89170866324 

Написать инфоргу в телеграмм
__

Предоставлять комментарии по поиску для СМИ могут только координатор или инфорг поиска, а также представители пресс-службы «ЛизаАлерт». 
Если же представитель СМИ хочет приехать на поиск, он может сообщить о своем желании на горячую линию отряда
8(800)700-54-52 или на почту smi@l",муж
